0.0001, 0.9999, 0.0001, 0.222222
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.9999, 0.0001, 0.222222
0.9999, 1, 0.0001, 0.222222
0.9999, 1, 0.0001, 0.222222
0, 0.0001, 0.0001, 0.222222
0, 0.0001, 0.0001, 0.222222
0.0001, 0.9999, 0.0001, 0.222222
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.9999, 0.0001, 0.222222
0.9999, 1, 0.0001, 0.222222
0.9999, 1, 0.0001, 0.222222
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0, 0.0001, 0.222222, 0.481481
0, 0.0001, 0.222222, 0.481481
0.0001, 0.9999, 0.222222, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.9999, 0.222222, 0.481481
0.9999, 1, 0.222222, 0.481481
0.9999, 1, 0.222222, 0.481481
0, 0.0001, 0.222222, 0.481481
0.0001, 0.9999, 0.222222, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.9999, 0.222222, 0.481481
0.9999, 1, 0.222222, 0.481481
0.9999, 1, 0.222222, 0.481481
0, 0.0001, 0.222222, 0.481481
0, 0.0001, 0.222222, 0.481481
0.0001, 0.9999, 0.222222, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.9999, 0.222222, 0.481481
0.9999, 1, 0.222222, 0.481481
0, 0.0001, 0.222222, 0.481481
0, 0.0001, 0.222222, 0.481481
0.0001, 0.9999, 0.222222, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0, 0.0001, 0.222222, 0.481481
0, 0.0001, 0.222222, 0.481481
0.0001, 0.9999, 0.222222, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0, 0.0001, 0.222222, 0.481481
0, 0.0001, 0.222222, 0.481481
0.0001, 0.9999, 0.222222, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.0001, 0.481481
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.0001, 0.481481
0.0001, 0.481481, 0.481481, 0.9999
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.0001, 0.481481
0.481481, 0.9999, 0.481481, 0.9999
0, 0.0001, 0.481481, 0.740741
0.0001, 0.9999, 0.481481, 0.740741
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0, 0.0001, 0.481481, 0.740741
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.0001, 0.9999, 0.481481, 0.740741
0.9999, 1, 0.481481, 0.740741
0, 0.0001, 0.481481, 0.740741
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.0001, 0.9999, 0.481481, 0.740741
0.9999, 1, 0.481481, 0.740741
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.0001, 0.9999, 0.481481, 0.740741
0.9999, 1, 0.481481, 0.740741
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.0001, 0.481481, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
0.481481, 0.9999, 0.481481, 0.9999
